seed,edge_avg_wait,cloud_avg_wait,coord_avg_wait,edge_avg_delay,cloud_avg_delay,coord_avg_delay,edge_E_avg_delay,edge_E_avg_response,edge_C_avg_delay,edge_C_avg_response,edge_L,edge_Lq,cloud_L,cloud_Lq,coord_L,coord_Lq,edge_utilization,coord_utilization,cloud_avg_busy_servers,edge_E_utilization,edge_C_utilization,edge_E_L,edge_E_Lq,edge_C_L,edge_C_Lq,edge_throughput,cloud_throughput,coord_throughput,edge_service_time_mean,cloud_service_time_mean,coord_service_time_mean,count_E,count_E_P1,count_E_P2,count_E_P3,count_E_P4,count_C,E_utilization,C_utilization
1554553331,1.7668287640200888,0.8005501612074502,0.6807424134087902,1.3826200795334436,-3.661933958402932e-15,0.24143233010077392,1.3719749660049696,1.869626796018223,1.4092663483823415,1.5095103248669826,3.4160691740440243,2.6732221759633927,0.4418374862954622,-2.0210847159413272e-15,0.564752111704676,0.2002951712314035,0.7428469980806315,0.36445694047327254,0.4418374862954622,0.6875206128864405,0.05532638519419116,2.582944305927957,1.895423693041517,0.8331248681160932,0.777798482921902,1.933446660824899,0.5519173035066904,0.8296120538115183,0.38420868448664525,0.8005501612074538,0.43931008330801624,71679,23846,29674,12171,5988,47686,0.6875206128864405,0.05532638519419116
1177701948,1.8145642111082574,0.8018107768838796,0.690888167323422,1.4278635663062558,2.354876786566869e-14,0.2522268559658867,1.4197354551141723,1.9207027203299423,1.4482422658329128,1.5484550577598382,3.504702148017956,2.757817263933439,0.44156197478406295,1.2968446848404049e-14,0.5734490565635777,0.20935262671234298,0.7468848840845173,0.36409642985123475,0.44156197478406295,0.6916971021568973,0.055187781927612985,2.651958716673589,1.9602616145166916,0.8527434313443074,0.7975556494166944,1.931429114805166,0.5507059614490704,0.8300171919070254,0.3867006448020018,0.801810776883856,0.4386613113575353,71715,23891,29871,12064,5889,47582,0.6916971021568973,0.055187781927612985
1005908608,1.722674707032697,0.8025969905590655,0.6929090486248888,1.3391757544622946,3.5018629180174686e-15,0.2537957527120055,1.3346063385932136,1.8321008169151944,1.3505692699326972,1.4498284370662833,3.3285861011227866,2.587581848776287,0.44391731503836784,1.9368843921479117e-15,0.5723549751116709,0.2096397240232403,0.7410042523464996,0.3627152510884306,0.44391731503836784,0.6861038932806269,0.05490035906587854,2.5266843314682728,1.840580438187646,0.8019017696545587,0.7470014105886802,1.932219755438488,0.5531011457308705,0.8260174639767467,0.3834989525704026,0.8025969905590621,0.43911329591288334,71368,23848,29716,11816,5988,47788,0.6861038932806269,0.05490035906587854
1520611747,1.818813247371779,0.8012262069265089,0.6860586316464989,1.4317210093706028,2.7579598006886448e-15,0.24879921005760522,1.4275285367984019,1.9287564096589254,1.4422631527970187,1.5423566777338678,3.5132787822017755,2.765558834323836,0.44036323964198004,1.5158067748338135e-15,0.5710815483064048,0.20710276285878532,0.7477199478779393,0.36397878544761947,0.44036323964198004,0.6927073827279999,0.05501256514993054,2.665581618256243,1.972874235528243,0.8476971639453945,0.792684598795464,1.931632501180939,0.5496116275717022,0.8324092460375344,0.3870922380011762,0.8012262069265061,0.43725942158889375,71921,24102,29803,12101,5915,47487,0.6927073827279999,0.05501256514993054
501412132,1.7665618723207612,0.8048468146991158,0.6843711872854233,1.3802514202588891,1.8309285836853043e-15,0.24756190952820997,1.3782455351238052,1.8792307768827945,1.385253997758591,1.4855712427852463,3.406590021677279,2.6616394191066712,0.4442091954016656,1.0105218758936261e-15,0.5642897130625735,0.20412407986812953,0.744950602570608,0.36016563319444395,0.4442091954016656,0.6895837403499248,0.05536686222068402,2.5866769718676648,1.8970932315177398,0.8199130498095909,0.7645461875889069,1.9283728891997347,0.5519176907816041,0.8245375076365266,0.3863104520618721,0.8048468146991139,0.43680927775721334,71242,23659,29806,11885,5892,47687,0.6895837403499248,0.05536686222068402
827517338,1.7952443855268891,0.797115503896466,0.6934108705968599,1.410131575167968,1.684776467393371e-14,0.25117554910136186,1.405631559023231,1.90526002917167,1.4213278729251067,1.5215191666456191,3.474059563831043,2.728810141096546,0.4422331922912131,9.34700268443476e-15,0.5724536953580621,0.20736099960893248,0.7452494227344971,0.36509269574912967,0.4422331922912131,0.6896641086298047,0.05558531410469683,2.629933116774332,1.940269008144527,0.8441264470567295,0.7885411329520327,1.9351457616793692,0.5547918590586753,0.8255620435620187,0.38511281035892125,0.7971155038964491,0.442235321495498,71333,23761,29721,11916,5935,47937,0.6896641086298047,0.05558531410469683
1662593328,1.8145818476979532,0.8024289632398937,0.6823924769610007,1.4272406494734504,-4.7388424909067e-15,0.24457593926034255,1.4191876112288946,1.920955469613794,1.44744642068491,1.5476812069579111,3.507733633505654,2.75897173534264,0.44204098842601175,-2.610527180147824e-15,0.5672890089835141,0.20332176407059258,0.7487618981630142,0.36396724491292154,0.44204098842601175,0.6935446938638425,0.055217204299168834,2.6551490910312694,1.9616043971674268,0.8525845424743328,0.7973673381751639,1.9330809673620932,0.5508786555276165,0.8313236563068604,0.3873411982245028,0.8024289632398984,0.43781653770065815,71828,23947,29943,11965,5973,47597,0.6935446938638425,0.055217204299168834
966661766,1.7318955697614105,0.8010787948445213,0.6857769914280772,1.3450170474062086,-3.2167942406116305e-14,0.24759308132499966,1.3415338695246066,1.8425974315721783,1.3537531755454426,1.4542451933182052,3.3241640775845505,2.581597545943545,0.43829356961029986,-1.7600019367547586e-14,0.5658488108895303,0.20429418368277122,0.7425665316410055,0.3615546272067591,0.43829356961029986,0.6875844181829741,0.05498211345803304,2.5285041238195523,1.8409197056365783,0.7956599537649289,0.740677840306896,1.9193790524231746,0.5471291618639922,0.8251207286951903,0.386878522355202,0.8010787948445535,0.43818391010307756,71292,23658,29788,11939,5907,47273,0.6875844181829741,0.05498211345803304
1281039336,1.7645031393851298,0.7995759408900399,0.6757430557610768,1.3794493227321978,8.802969223860295e-15,0.23975780216599832,1.3715800429709288,1.871371850233657,1.3989418729275223,1.4997846678457063,3.4041359041444537,2.661277762926942,0.4436433930987782,4.884312966533568e-15,0.553795278925255,0.19648997913190713,0.7428581412175115,0.35730529979334785,0.4436433930987782,0.6869056826464429,0.05595245857106146,2.5719828528408732,1.8850771701944302,0.8321530513035994,0.776200592732538,1.9292319906728423,0.5548483519963607,0.8195352866801209,0.38505381665293187,0.7995759408900311,0.4359852535950785,70808,23498,29543,11907,5860,47939,0.6869056826464429,0.05595245857106146
1682409521,1.8241910896314013,0.7939756728544164,0.6822413317266826,1.437537781233558,1.1839957730713856e-14,0.24458287448189872,1.434146896828568,1.935986235169402,1.4459911167639132,1.5454903841453782,3.5349827119994326,2.7857121073502555,0.4404845517862656,6.568612430444207e-15,0.5650792639032893,0.2025803835803819,0.749270604649177,0.3624988803229074,0.4404845517862656,0.6940700592243724,0.05520054542480014,2.6775702465735947,1.9835001873492224,0.8574124654258589,0.8022119200010588,1.937835752017469,0.5547834358736492,0.8282688802701705,0.38665330839784334,0.7939756728544046,0.4376584572447838,71562,23886,29529,12070,6077,47933,0.6940700592243724,0.05520054542480014
850148997,1.749091591950376,0.7991366263263475,0.684021285580863,1.363266267333274,2.2258615428005333e-14,0.24796197579392523,1.359358925974188,1.859026861252792,1.373078229819584,1.4730264522092718,3.3689910776858447,2.625838413661639,0.43838695688054574,1.2210536171661772e-14,0.5670441660612127,0.20555704148819937,0.7431526640242058,0.36148712457301324,0.43838695688054574,0.6883234951241872,0.054829168900014644,2.56092451870818,1.8726010235839927,0.8080665589776869,0.7532373900776722,1.9261375980483402,0.548575728403067,0.828986141242206,0.3858253246171019,0.7991366263263253,0.43605930978693774,71626,23754,30059,11820,5993,47398,0.6883234951241872,0.054829168900014644
474571163,1.7317110139298753,0.8084491698317163,0.6889768952850271,1.3465948789121382,1.5039875637953798e-14,0.2497364756234343,1.3396757841986437,1.8389060060915867,1.3638407521010751,1.4645270371414727,3.352475997569832,2.6069170743209282,0.4481320758157613,8.336764933595113e-15,0.5699982921723507,0.2066097797657061,0.7455589232489043,0.36338851240664455,0.4481320758157613,0.6897474318094065,0.055811491439496416,2.540672898830556,1.8509254670211495,0.8118030987391922,0.7559916072996957,1.9359327108290767,0.5543107625542405,0.8273111857205958,0.38511613501773695,0.8084491698317012,0.4392404196615929,71482,23670,29882,11976,5954,47894,0.6897474318094065,0.055811491439496416
1987640711,1.7684106215502082,0.7986075192073312,0.6801721038810156,1.3831661355628115,-2.2951099659906082e-14,0.24400666557170797,1.378961156489992,1.8781718178652824,1.3936962244729132,1.4935471475401918,3.4106029382155594,2.667610355029102,0.43953466950632014,-1.2631741827119565e-14,0.5630964519948362,0.20200664929144896,0.7429925831864574,0.36108980270338725,0.43953466950632014,0.688036999354951,0.05495558383151573,2.5885899517390096,1.9005529523840587,0.8220129864764728,0.767057402644957,1.9286261327845833,0.5503763224550983,0.8278734878743869,0.38524448598739663,0.7986075192073542,0.4361654383093076,71529,23888,29768,11854,6019,47553,0.688036999354951,0.05495558383151573
1711184500,1.7401326906710748,0.8030244169985591,0.6863834317292304,1.356131214956737,1.5032029128407504e-14,0.24772413810167015,1.3533855317357186,1.8511882153224324,1.3629810697538758,1.4630744297412894,3.372785237613819,2.6285003244835625,0.44536509067944763,8.336908410446652e-15,0.5690223068972249,0.20536707912895286,0.7442849131302562,0.3636552277682721,0.44536509067944763,0.6887721698019533,0.05551274332830785,2.5613500405273197,1.8725778707253662,0.8114351970865161,0.7559224537582083,1.938234512629677,0.5546096497838456,0.8290152130619857,0.3840014757143378,0.803024416998544,0.43865929362756034,71628,23975,29668,12000,5985,47919,0.6887721698019533,0.05551274332830785
2098471546,1.7668735031159621,0.7945007769148663,0.6857168653419397,1.3809623436037037,-1.7082576991207105e-14,0.24689960127972368,1.3773479129101651,1.8774836087775642,1.3899947077117139,1.4904618540713528,3.41341093660328,2.6678717850379168,0.4386689281685962,-9.431829340921223e-15,0.5675199595420286,0.20434155671428514,0.7455391515653635,0.3631784028277435,0.4386689281685962,0.6900680725050318,0.05547107906033279,2.5904799552888247,1.900411882783793,0.8229309813144691,0.7674599022541363,1.9318932173602548,0.5521315282686013,0.8276301608230521,0.3859111595122585,0.7945007769148834,0.43881726406221594,71507,23721,29883,11963,5940,47704,0.6900680725050318,0.05547107906033279
1926654922,1.7754464956635236,0.792825840160326,0.6818526751113232,1.3896191276526844,6.443924251854667e-15,0.2441051755122002,1.3868266982227024,1.8865528673846945,1.39663485413286,1.496301781809791,3.4226586282802334,2.678870869328122,0.43513963028164,3.5367248069864933e-15,0.5659926784028625,0.20262697081535094,0.7437877589521117,0.3633657075875116,0.43513963028164,0.6890859217215368,0.054701837230578414,2.6014187403437363,1.9123328186221997,0.8212398879365554,0.7665380507059771,1.9277734567839568,0.5488464278531154,0.830080601077726,0.38582736801083944,0.7928258401603195,0.43774749959912296,71723,24031,29774,11929,5989,47423,0.6890859217215368,0.054701837230578414
1236142425,1.728486378726025,0.8000874752510116,0.6839056996646923,1.342991173051986,9.487452092188365e-15,0.24794409874395143,1.3392869006507322,1.8391376366104015,1.3522560609768857,1.451732567995089,3.330355130973807,2.5876035814194585,0.4403044898929436,5.221138791760454e-15,0.5649783646189633,0.2048280216029211,0.7427515495543481,0.36015034301604226,0.4403044898929436,0.6880075946321255,0.054743954922229575,2.531437028160802,1.8434294335286763,0.7989181028130868,0.7441741478908572,1.9267465291965067,0.5503204380931057,0.8261056530102951,0.385495205674039,0.8000874752510021,0.4359616009207408,71376,23807,29683,11925,5961,47548,0.6880075946321255,0.054743954922229575
641863664,1.7937376886926741,0.8024935580546073,0.6791035010798865,1.4084036498932162,4.529732058302954e-15,0.24076043192181232,1.4011420891193196,1.9013790623993712,1.4264457381377127,1.5262917189249579,3.4859838719037386,2.737118386711502,0.4475636598146878,2.526304962383305e-15,0.562288582752595,0.19934640571422027,0.7488654851922364,0.36294217703837467,0.4475636598146878,0.6931797639420157,0.05568572125022036,2.6347462503544747,1.9415664864124589,0.851237621549133,0.7955519002989125,1.943418981425551,0.5577162026068656,0.8279865762118197,0.385334038799458,0.8024935580546028,0.43834306915807414,71540,23904,29779,11895,5962,48188,0.6931797639420157,0.05568572125022036
963177018,1.762887271384193,0.8037276091076638,0.6789094364298058,1.3776039974191858,1.2265864695704859e-15,0.2434724146124535,1.376386688699876,1.8754476981256045,1.3806651870374116,1.4798294042341054,3.403135349461834,2.6593718936413198,0.4414412699797921,6.736932795781219e-16,0.5648173425436742,0.20255638650018368,0.7437634558205141,0.36226095604349057,0.4414412699797921,0.6892982645295762,0.05446519129094202,2.590350316129749,1.9010520516001725,0.8127850333321509,0.7583198420412088,1.9304327648753983,0.5492423863227753,0.8319479922298475,0.38528327396500706,0.8037276091076626,0.4354370218173523,71881,23944,30353,11677,5907,47455,0.6892982645295762,0.05446519129094202
765827275,1.6905082479259723,0.7987369610220354,0.6854227020691505,1.3047901222674951,-1.837948069557468e-14,0.24711041340928974,1.3020356164905698,1.80120106116443,1.3117242451441014,1.411852971550778,3.2418289631459145,2.502150707861375,0.43546972046350446,-1.0020454431612911e-14,0.5670292670536228,0.204426897699474,0.7396782552845392,0.36260236935414875,0.43546972046350446,0.6850882830828178,0.054589972201723604,2.4720896761720677,1.7870013930892499,0.76973928697388,0.7151493147721565,1.9176652744067977,0.5451979083405541,0.8272694577256893,0.3857181256584772,0.7987369610220537,0.4383122886598607,71482,23915,29875,11821,5871,47109,0.6850882830828178,0.054589972201723604
