seed,lambda,slot,edge_server_number,edge_avg_wait,edge_avg_delay,edge_L,edge_Lq,edge_service_time_mean,edge_avg_busy_servers,edge_throughput,edge_E_avg_delay,edge_E_avg_response,cloud_avg_wait,cloud_avg_delay,cloud_L,cloud_Lq,cloud_service_time_mean,cloud_avg_busy_servers,cloud_throughput,coord_server_number,coord_avg_wait,coord_avg_delay,coord_L,coord_Lq,coord_service_time_mean,coord_utilization,coord_throughput,server_utilization_by_count
281668658,1.880303,0,2,0.5531775643908526,0.1659946400119113,1.4674850431950397,0.44035526230400535,0.38718292437894136,1.0271297808910345,2.652828201394977,0.27958516094587305,0.779585160945873,1.8640297639469228,1.0724785484775745,1.4134347693522973,0.8132265370017187,0.7915512154693483,0.6002082323505785,0.75826834779691,1,0.875687417525212,0.41999478018118075,0.9950361742708496,0.47723650120069977,0.4556926373440312,0.5177996730701498,1.136291505801157,"{""1"":0.5284256088000544,""2"":null,""3"":null,""4"":null,""5"":null,""6"":null}"
281668658,1.343074,1,2,0.46345639139249645,0.07450315330543084,0.8681336816759008,0.13955724416956417,0.3889532380870656,0.7285764375063366,1.8731723152366397,0.12155764557825702,0.621557645578257,1.375987074654485,0.5855475443759072,0.7312440491041624,0.31117890943848764,0.7904395302785779,0.4200651396656747,0.531432353234699,1,0.6591916506385082,0.2057358152357304,0.5341480101482207,0.16670929648144378,0.4534558354027778,0.3674387136667769,0.8103076087672418,"{""1"":0.35304881376578795,""2"":null,""3"":null,""4"":null,""5"":null,""6"":null}"
281668658,1.074459,2,1,0.9899635198889024,0.6034881496810964,1.4865481238798077,0.9062093285950659,0.386475370207806,0.5803387952847417,1.5016190940517018,1.010008737870462,1.510008737870462,1.2113198264922531,0.40825163495952294,0.5257764579898256,0.17720266266850046,0.8030681915327302,0.3485737953213252,0.43405254870827314,1,0.6009049176979481,0.15073801239218101,0.3806816760085463,0.0954946406754102,0.45016690530576703,0.2851870353331361,0.6335139966351555,"{""1"":0.3139449319467717,""2"":null,""3"":null,""4"":null,""5"":null,""6"":null}"
281668658,0.644675,3,1,0.6144796944050432,0.23436477127898533,0.5547984212726106,0.2116021184937472,0.3801149231260579,0.34319630277886337,0.9028751093391006,0.39817407175586367,0.8981740717558637,0.9879764928242951,0.20080616064395287,0.25693067166721056,0.05222114301695243,0.7871703321803423,0.20470952865025813,0.2600574745789057,1,0.5374957854635594,0.08025765247304135,0.20573197294079987,0.030719431916355552,0.457238132990518,0.1750125410244443,0.3827601601812892,"{""1"":0.17261009636522573,""2"":null,""3"":null,""4"":null,""5"":null,""6"":null}"
281668658,0.429783,4,1,0.5447723968816324,0.14972874288393384,0.3325104207260707,0.0913892986797935,0.3950436539976985,0.2411211220462772,0.6103657649128619,0.24559455966518146,0.7455945596651814,0.9197224432441493,0.1183357980817092,0.15851116311481173,0.02039478880811856,0.8013866451624401,0.13811637430669318,0.17234673816993437,1,0.4980152208348717,0.048620640879980734,0.13230884346338492,0.012917156934470108,0.44939457995489096,0.11939168652891483,0.26567228857299313,"{""1"":0.13638577803029148,""2"":null,""3"":null,""4"":null,""5"":null,""6"":null}"
1261112113,1.880303,0,2,0.5565482766569951,0.1699133794006445,1.476689794205439,0.4508312464230767,0.3866348972563506,1.0258585477823625,2.6533004523442885,0.2846502536529536,0.7846502536529536,2.0967956300903445,1.3016139471114838,1.5975383597353687,0.9916933153793175,0.7951816829788608,0.6058450443560512,0.7618951207307388,1,0.8300197544402761,0.38299163011877907,0.9375157878747349,0.43259295690181354,0.447028124321497,0.5049228309729213,1.1295102108828106,"{""1"":0.4750874072551174,""2"":null,""3"":null,""4"":null,""5"":null,""6"":null}"
1261112113,1.343074,1,2,0.4623539718536548,0.07340332841926926,0.8743273060981005,0.13880822552070074,0.3889506434343855,0.7355190805773997,1.8910344872625953,0.12349065069630899,0.6234906506963089,1.481157327409816,0.672592756340805,0.7927247349895896,0.3599758814673564,0.8085645710690109,0.43274885352223325,0.5352063013966737,1,0.669804221185787,0.21993701724634396,0.5496560022149374,0.18048512955724022,0.44986720393944296,0.36917087265769716,0.8206218844692479,"{""1"":0.3578392782260698,""2"":null,""3"":null,""4"":null,""5"":null,""6"":null}"
1261112113,1.074459,2,1,1.0435227930756472,0.6544187308919148,1.5892874756637434,0.9966811455846041,0.3891040621837325,0.5926063300791393,1.523002167474968,1.075572214785054,1.575572214785054,1.224809776311411,0.40876569211001995,0.5326277554943396,0.1777581770838955,0.816044084201391,0.3548695784104441,0.43486569571511785,1,0.5956597507906046,0.1445374661398129,0.3891271076575901,0.09442210267269478,0.4511222846507917,0.2947050049848953,0.6532707760447324,"{""1"":0.2870791963482748,""2"":null,""3"":null,""4"":null,""5"":null,""6"":null}"
1261112113,0.644675,3,1,0.6577726459440206,0.2597922739052917,0.5864852286868263,0.23163677010883557,0.39798037203872894,0.35484845857799074,0.8916230133667474,0.4330413212654821,0.9330413212654821,0.99828259376228,0.19665355467718224,0.2543614435444598,0.05010713635436669,0.8016290390850977,0.20425430719009308,0.25479903699996853,1,0.5310000561256266,0.07503240034798306,0.2028552642451654,0.02866424819348446,0.4559676557776436,0.17419101605168094,0.3820249393668103,"{""1"":0.17789975445802192,""2"":null,""3"":null,""4"":null,""5"":null,""6"":null}"
1261112113,0.429783,4,1,0.5064737125791119,0.1294025352563528,0.2985536137064557,0.07627956508705583,0.37707117732275913,0.2222740486193999,0.5894750434057744,0.21153493706201792,0.7115349370620179,0.904868460001444,0.11049491262333547,0.15383562362787506,0.018785110259110203,0.7943735473781086,0.13505051336876486,0.17000882495962957,1,0.501565985233429,0.05057582896329676,0.1251193433378272,0.012616514466603815,0.4509901562701322,0.11250282887122338,0.24945739348651527,"{""1"":0.11412129261748075,""2"":null,""3"":null,""4"":null,""5"":null,""6"":null}"
