seed,slot,lambda,batch,edge_NuoviArrivi_avg_wait,edge_NuoviArrivi_avg_delay,edge_NuoviArrivi_L,edge_NuoviArrivi_Lq,edge_NuoviArrivi_Ls,edge_NuoviArrivi_utilization,edge_NuoviArrivi_throughput,edge_NuoviArrivi_service_time_mean,Edge_NuoviArrivi_E_Ts,edge_Feedback_avg_wait,edge_Feedback_avg_delay,edge_Feedback_L,edge_Feedback_Lq,edge_Feedback_Ls,edge_Feedback_utilization,edge_Feedback_throughput,edge_Feedback_service_time_mean,Edge_Feedback_E_Ts,cloud_avg_wait,cloud_avg_delay,cloud_L,cloud_Lq,cloud_avg_busy_servers,cloud_throughput,cloud_service_time_mean,coord_avg_wait,coord_avg_delay,coord_L,coord_Lq,coord_utilization,coord_throughput,coord_service_time_mean,edge_E_avg_delay,edge_E_avg_response,count_E,count_E_P1,count_E_P2,count_E_P3,count_E_P4,count_C
281668658,0,1.880303,0,1.9083209291431533,1.5015738780076648,0.4700939055227434,0.3698962359861027,0.10019766953664067,0.10019766953664067,0.24633901894783397,0.40674705113548837,0.40674705113548837,0.10471893046213702,0.006839611650498056,0.009680752673736375,0.0006322886270961089,0.009048464046640265,0.009048464046640265,0.09244510644841451,0.09787931881163897,0.09787931881163897,0.0,0.8,0.07732609536911858,-5.177768684110743e-05,0.0773778730559597,0.09244510644841451,0.8370142674792361,1.0273088838689877,0.5353967218648622,0.15797244011260544,0.08232959717310147,0.07564284293950399,0.1537730692230163,0.49191216200412546,2.40546825172387,2.82546825172387,2545,534,617,268,1126,0
281668658,0,1.880303,1,1.758331505672671,1.3341779294941236,3.3330188141901878,2.529011239424975,0.8040075747652127,0.8040075747652127,1.895557694005546,0.4241535761785472,0.4241535761785472,0.10551066435002095,0.006810315480940553,0.07762572488821405,0.00501044779863839,0.07261527708957567,0.07261527708957567,0.7357144926194245,0.0987003488690804,0.0987003488690804,0.0,0.8,0.5923348646493934,-0.00048789064274364557,0.5928227552921371,0.7357144926194245,0.8057782757295725,0.9053211751487203,0.4206204931994995,1.049188564670131,0.4874625974128241,0.561725967257307,1.1589130945686508,0.4847006819492209,4.601765035049721,5.021765035049721,2492,521,635,257,1079,0
281668658,0,1.880303,2,1.442600689357294,1.0236557441495353,2.6560070561932387,1.8846773744335308,0.7713296817597082,0.7713296817597082,1.8411242111471195,0.4189449452077588,0.4189449452077588,0.1125155271839076,0.008180612309779107,0.08044462294326706,0.005848848502745594,0.07459577444052146,0.07459577444052146,0.7149646360522278,0.1043349148741285,0.1043349148741285,0.0,0.8,0.5810193731961688,1.3444382551488472e-14,0.5810193731961554,0.7149646360522278,0.8126547019225049,0.9428441313309276,0.4476690542700673,1.0613673780051913,0.5039447290974501,0.5574226489077411,1.1257082085317274,0.4951750770608603,7.689287486522886,8.109287486522886,2494,512,602,263,1117,0
281668658,0,1.880303,3,1.3325421687552872,0.9153902069513149,2.5141301311360893,1.7270823805845656,0.7870477505515238,0.7870477505515238,1.8867171261713318,0.41715196180397224,0.41715196180397224,0.10780332911560214,0.007134459737842391,0.08141776801709495,0.005388254635810569,0.07602951338128439,0.07602951338128439,0.7552435410393233,0.10066886937775975,0.10066886937775975,0.0,0.8,0.5770325860160965,2.974554357383663e-14,0.5770325860160668,0.7552435410393233,0.7640351153774678,0.9113321783126324,0.4274708863464244,1.0303027369906823,0.4832754012944185,0.5470273356962638,1.130545767514024,0.483861291966208,8.415630399532679,8.835630399532679,2437,532,571,247,1087,0
281668658,0,1.880303,4,1.4819763201199014,1.0612527709339103,2.7697718693172972,1.9834514433604176,0.7863204259568799,0.7863204259568799,1.868971745171478,0.42072354918599103,0.42072354918599103,0.10138959088829554,0.00698350613279385,0.07749704504484727,0.005337836799641023,0.07215920824520625,0.07215920824520625,0.7643491246574657,0.09440608475550169,0.09440608475550169,0.0,0.8,0.6295445109101289,7.119225991609994e-15,0.6295445109101218,0.7643491246574657,0.8236347640121192,0.9636224820415157,0.46799525745402387,1.0644391912989157,0.5169581476769937,0.5474810436219222,1.1046226205140124,0.49562722458749187,20.613218557201908,21.03321855720191,2399,442,597,241,1119,0
281668658,0,1.880303,5,1.3144314263371848,0.9052659088218126,2.4917738019811533,1.7161168169226375,0.7756569850585155,0.7756569850585155,1.895704676602848,0.4091655175153721,0.4091655175153721,0.11513283524388256,0.010211893456117066,0.08678946788826908,0.007697932542968354,0.07909153534530074,0.07909153534530074,0.75382029552582,0.10492094178776548,0.10492094178776548,0.0,0.8,0.6131585627978869,-0.0011282957854066961,0.6142868585832936,0.7542850429336657,0.8143961813084977,0.983879299762184,0.4940743563684479,1.1207328731382558,0.5627980719693844,0.5579348011688715,1.1390958966299536,0.4898049433937361,38.18087155135971,38.60087155135971,2451,508,598,245,1100,0
281668658,0,1.880303,6,1.283379427128914,0.8653026089796535,2.381012694259725,1.6053681809172866,0.7756445133424384,0.7756445133424384,1.855267930845953,0.4180768181492606,0.4180768181492606,0.10804373208312436,0.007542554566028516,0.08038652600308262,0.005611799472876812,0.07477472653020581,0.07477472653020581,0.7440184122965743,0.10050117751709584,0.10050117751709584,0.0,0.8,0.5995745438685393,-0.0010503910061335597,0.6006249348746728,0.7440184122965743,0.8072716010087891,0.8906835349965144,0.4080591905330239,0.989366337548976,0.45326988877417335,0.5360964487748026,1.1107944614164758,0.4826243444634905,39.95436612936431,40.37436612936431,2441,492,630,272,1047,0
281668658,0,1.880303,7,1.4137081526651032,0.988621122856031,2.6485201020171854,1.8521382310959018,0.7963818709212837,0.7963818709212837,1.8734560574077697,0.42508702980907237,0.42508702980907237,0.10710570004216248,0.0073768753563987315,0.07800898913542284,0.005372847470341397,0.07263614166508144,0.07263614166508144,0.7283364854038055,0.09972882468576375,0.09972882468576375,0.0,0.8,0.5816364955993818,-3.9389850444427307e-14,0.5816364955994212,0.7283364854038055,0.7985821213898813,0.9484099266854138,0.4679538036397583,1.086042769330312,0.5358630593415872,0.5501797099887249,1.1451195720039642,0.4804561230456555,41.61002593654468,42.03002593654468,2492,498,662,242,1090,0
281668658,0,1.880303,8,1.6439819726284859,1.219725408859668,3.0884479242215606,2.29142318458028,0.7970247396412806,0.7970247396412806,1.8786385590856483,0.424256563768818,0.424256563768818,0.11401324392646636,0.00945338574279747,0.08263101727334843,0.006851334579239995,0.07577968269410842,0.07577968269410842,0.7247492872551006,0.1045598581836689,0.1045598581836689,0.0,0.8,0.5787336847992463,-1.915906631950703e-14,0.5787336847992653,0.7247492872551006,0.7985294983747394,0.9639968721122192,0.4743273434792148,1.1119017758440854,0.5471028286537334,0.5647989471903521,1.1534288212033208,0.48966952863300445,44.29278602938789,44.71278602938789,2505,502,660,248,1095,0
281668658,0,1.880303,9,1.3099770533738584,0.8914559737826235,2.4046546419351285,1.6363979353044473,0.7682567066306809,0.7682567066306809,1.835646384600339,0.4185210795912348,0.4185210795912348,0.10539984924295613,0.006430775112808795,0.0773051106037402,0.004716627062886308,0.0725884835408539,0.0725884835408539,0.7334461212135606,0.09896907413014733,0.09896907413014733,0.0,0.8,0.5979173149279692,3.479002422673806e-14,0.5979173149279343,0.7334461212135606,0.8152164114504005,0.9071668864929723,0.41884151277539866,0.9990606790323896,0.4612691362424247,0.5377915427899649,1.1012975604683617,0.4883253737175736,45.76839686871141,46.188396868711415,2440,457,612,269,1102,0
281668658,0,1.880303,10,1.560861731560772,1.136175394602343,2.9252875934076816,2.129362081573915,0.7959255118337664,0.7959255118337664,1.8741490897355542,0.4246863369584289,0.4246863369584289,0.10695090992601723,0.007830574815143926,0.07969438060755785,0.005834946239594619,0.07385943436796322,0.07385943436796322,0.7451491592047795,0.0991203351108733,0.0991203351108733,0.0,0.8,0.6013240779206229,-0.00016359270619125768,0.6014876706268142,0.7451491592047795,0.8072043874661546,0.9450373631450377,0.452275781353144,1.066077205299506,0.5102030034082489,0.5558742018912571,1.1280794250839496,0.4927615817918937,56.667112092774815,57.08711209277482,2451,480,606,253,1112,0
281668658,0,1.880303,11,1.7559843102058783,1.3346372176202044,3.3615210534812925,2.554926646960762,0.8065944065205307,0.8065944065205307,1.9143229435160356,0.4213470925856738,0.4213470925856738,0.11141309877657225,0.008717822365504741,0.08683008597165974,0.0067942573520952,0.08003582861956454,0.08003582861956454,0.7793525799492278,0.1026952764110675,0.1026952764110675,0.0,0.8,0.6064095657793976,2.606259166901145e-14,0.6064095657793717,0.7793525799492278,0.7780939992767807,1.014787390207005,0.5267160439156005,1.1517536132062567,0.5978070998593599,0.5539465133468968,1.134970363566808,0.48807134629140453,63.75657428058877,64.17657428058877,2416,510,617,230,1059,0
281668658,0,1.880303,12,1.4075048132487633,0.9906034250003045,2.5634073170583487,1.8041288697888385,0.7592784472695101,0.7592784472695101,1.8212423097449757,0.4169013882484589,0.4169013882484589,0.10951545511605361,0.007558563926394474,0.07965406861102008,0.005497583596359001,0.07415648501466107,0.07415648501466107,0.7273317590344723,0.10195689118965914,0.10195689118965914,0.0,0.8,0.5713904568585239,-1.5895669050923247e-14,0.5713904568585397,0.7273317590344723,0.7855981122246833,0.9797845968258354,0.4924993867835395,1.0713576268967884,0.5385295665822037,0.5328280603145846,1.093462410378381,0.48728521004229597,70.01901513261558,70.43901513261558,2440,481,649,228,1082,0
281668658,0,1.880303,13,1.2385910323576446,0.813881928007677,2.2594912362079875,1.4847185516440948,0.7747726845638927,0.7747726845638927,1.8242431740419356,0.4247091043499677,0.4247091043499677,0.10695436289184798,0.006872187704823064,0.0781208956892039,0.0050195377199150374,0.07310135796928886,0.07310135796928886,0.7304133611473108,0.10008217518702492,0.10008217518702492,0.0,0.8,0.5761773527174384,-0.0006345817992556544,0.5768119345166941,0.7304133611473108,0.7897061653015981,0.8692022027790967,0.3853752702105697,0.9503702651236213,0.4213624822292204,0.5290077828944009,1.0933822556880395,0.48382693256852694,84.38014163132443,84.80014163132444,2443,499,601,250,1093,0
